#    ID RA            Dec          F814W   F555W
#       [deg]         [deg]
    138 161.81291383  17.29595935  22.938  26.165
    139 161.75841067  17.26563709  23.141  24.480
    140 161.76954130  17.26588338  23.620  24.016
    141 161.78774175  17.26210158  22.937  25.773
    142 161.75997486  17.29602664  23.524  24.097
    143 161.78216445  17.26069419  23.712  24.045
    144 161.76830271  17.26591736  23.051  24.775
    145 161.76417620  17.26511036  23.159  24.527
    146 161.75566277  17.28500825  23.592  24.071
    147 161.78014430  17.27531259  23.722  24.079
    148 161.76651750  17.26741108  23.839  24.018
    149 161.77137655  17.27723091  24.050  23.946
    150 161.77272006  17.26605365  23.432  24.231
    151 161.76740005  17.27113214  23.286  24.325
    152 161.75549748  17.28028173  23.851  24.059
    153 161.77371199  17.26812671  24.014  23.985
    154 161.75406080  17.29108871  23.547  24.169
    155 161.76597675  17.28255506  23.755  24.075
    156 161.76106704  17.28371613  23.919  24.012
    157 161.75925644  17.28659036  23.903  24.025
    158 161.76380485  17.27055897  23.392  24.283
    159 161.76517404  17.27898386  23.343  24.346
    160 161.75842435  17.26561144  23.379  24.317
    161 161.76810785  17.27368328  24.123  24.030
    162 161.76459996  17.27391805  23.198  25.424
    163 161.77160803  17.27753894  23.498  24.218
    164 161.77562981  17.26069375  23.807  24.120
    165 161.77186526  17.27711613  23.296  24.595
    166 161.76832740  17.26602426  23.177  25.202
    167 161.76275562  17.26990540  23.156  24.938
    168 161.76796248  17.27214382  23.512  24.247
    169 161.77028829  17.26903914  23.775  24.115
    170 161.77195713  17.27760488  23.755  24.139
    171 161.76904674  17.27136402  23.318  24.397
    172 161.75403544  17.29207997  23.496  24.274
    173 161.77096015  17.26991864  23.606  24.224
    174 161.76896670  17.27483403  23.967  24.087
    175 161.77134018  17.28362326  23.561  24.288
    176 161.76732381  17.27380743  23.377  24.416
    177 161.77014415  17.27192579  23.605  24.232
    178 161.75917565  17.29843400  23.065  25.352
    179 161.75267803  17.28150813  23.845  24.128
    180 161.78386568  17.26500339  23.163  24.945
    181 161.77718377  17.25518675  23.651  24.255
    182 161.77198505  17.27676477  23.197  25.018
    183 161.78446289  17.26139131  23.872  24.157
    184 161.77486095  17.27471249  23.700  24.215
    185 161.77799259  17.27009678  23.420  24.500
    186 161.76657495  17.27709535  23.816  24.185
    187 161.76683105  17.27841878  23.488  24.375
    188 161.77038730  17.26712236  23.888  24.157
    189 161.76650703  17.26724032  24.134  24.087
    190 161.77051025  17.27906276  23.310  24.711
    191 161.76817856  17.28030391  23.685  24.260
    192 161.76973576  17.27480103  23.998  24.140
    193 161.76379378  17.27408236  23.480  24.403
    194 161.76084315  17.27042428  23.242  25.347
    195 161.75695013  17.28225281  23.218  25.284
    196 161.76275325  17.28780576  23.287  25.830
    197 161.77951846  17.26424852  23.860  24.246
    198 161.76630163  17.27435663  23.603  24.592
    199 161.76673234  17.27246467  23.802  24.223
    200 161.76365872  17.26492070  24.383  24.097
    201 161.76669955  17.27759170  23.294  25.721
    202 161.77157650  17.27672087  23.655  24.343
    203 161.77378224  17.27721641  24.002  24.225
    204 161.77298549  17.28295563  23.550  24.443
    205 161.77088562  17.26914085  23.447  24.616
    206 161.76753901  17.27242209  23.940  24.221
    207 161.78562516  17.26160646  23.239  25.067
    208 161.76777015  17.26844724  23.757  24.215
    209 161.76467010  17.27547077  23.783  24.275
    210 161.76159084  17.28141554  23.658  24.390
    211 161.76962431  17.27080699  23.409  24.714
    212 161.75811830  17.28482292  24.007  24.200
    213 161.77063499  17.27718747  23.960  24.187
    214 161.76413144  17.29876808  23.404  24.711
    215 161.75486927  17.28074620  23.994  24.245
    216 161.77072634  17.27875408  23.994  24.249
    217 161.75186712  17.28856143  23.851  24.307
    218 161.75995145  17.30223922  23.296  26.140
    219 161.77485162  17.27688859  23.302  25.476
    220 161.75922319  17.28625949  23.710  24.421
    221 161.77888700  17.26593907  23.817  24.365
    222 161.76348632  17.26506549  23.271  25.304
    223 161.75502341  17.27891110  23.280  25.305
    224 161.76517932  17.27514788  23.390  25.125
    225 161.77833400  17.25684640  24.056  24.269
    226 161.76292209  17.28113820  23.514  26.444
    227 161.75903558  17.27394516  23.347  25.996
    228 161.77016690  17.26685696  23.491  24.649
    229 161.77394576  17.27086934  23.392  24.928
    230 161.76089559  17.28038315  23.688  24.469
    231 161.76145549  17.28525707  23.739  24.461
    232 161.76644770  17.27446828  23.716  24.485
    233 161.76701714  17.26848628  23.459  24.816
    234 161.76386747  17.28070784  23.700  24.502
    235 161.77937544  17.26625545  23.938  24.387
    236 161.77167748  17.27855871  24.222  24.256
    237 161.76637094  17.28326335  24.306  24.236
    238 161.76927210  17.26987972  24.036  24.383
    239 161.76948865  17.26912979  23.881  24.390
    240 161.77529490  17.27244779  24.238  24.268
    241 161.77226963  17.26598181  24.123  24.310
    242 161.77054613  17.27884092  24.113  24.316
    243 161.77178437  17.27131049  23.681  24.525
    244 161.77839970  17.26452491  24.419  24.299
    245 161.77208079  17.27423978  24.285  24.262
    246 161.78049849  17.25671727  23.844  24.488
    247 161.77008510  17.27302906  24.147  24.325
    248 161.75991294  17.28534428  23.681  24.599
    249 161.75804210  17.27744204  23.783  24.500
    250 161.76251244  17.27874026  23.921  24.376
    251 161.76350087  17.27431316  23.751  24.503
    252 161.77786318  17.26938828  23.714  24.560
    253 161.76400580  17.26518002  24.205  24.322
    254 161.77028653  17.27269171  23.899  24.426
    255 161.77254408  17.27922983  23.683  24.612
    256 161.76524864  17.27543326  23.785  24.570
    257 161.76117592  17.26961474  23.418  25.559
    258 161.76080827  17.27525701  24.312  24.317
    259 161.76581355  17.27188457  23.698  24.559
    260 161.76229077  17.27187730  23.422  25.550
    261 161.77269420  17.27775276  23.848  24.482
    262 161.77143858  17.27693953  24.227  24.326
    263 161.77813617  17.26122536  24.002  24.430
    264 161.78051456  17.27619162  23.650  24.722
    265 161.76392151  17.28241567  23.431  25.273
    266 161.75850486  17.28522454  23.907  24.466
    267 161.76078236  17.27051638  23.721  24.693
    268 161.77193147  17.27417076  24.287  24.312
    269 161.76031370  17.28580365  23.433  26.026
    270 161.75842024  17.26573236  23.530  24.799
    271 161.77082887  17.26828348  23.736  24.586
    272 161.77611015  17.25119624  24.354  24.343
    273 161.78057517  17.26317318  23.416  25.575
    274 161.76618853  17.27045173  24.009  24.416
    275 161.75851320  17.26964206  23.448  25.906
    276 161.77081771  17.26492627  23.483  26.020
    277 161.76471251  17.27069634  23.963  24.440
    278 161.77487810  17.27693688  23.413  25.278
    279 161.76953109  17.27412520  23.528  25.676
    280 161.77073640  17.27841838  23.568  24.895
    281 161.76386389  17.27389320  24.323  24.355
    282 161.76021968  17.26266506  23.933  24.499
    283 161.75936287  17.28654849  23.798  24.773
    284 161.77667719  17.30712724  23.773  25.070
    285 161.76830988  17.25993021  23.586  24.867
    286 161.76360858  17.27303411  23.930  24.472
    287 161.76836147  17.27509712  23.664  26.519
    288 161.76665483  17.27021505  23.952  24.487
    289 161.79397112  17.25126158  23.494  24.976
    290 161.76521854  17.27414103  23.658  26.262
    291 161.75936540  17.28652136  23.840  24.709
    292 161.75767403  17.28152541  23.856  24.590
    293 161.76455717  17.27595470  23.733  24.640
    294 161.76659612  17.27697397  23.803  24.630
    295 161.77610256  17.25717084  24.384  24.394
    296 161.78396645  17.25315647  23.452  25.502
    297 161.76810613  17.28709247  24.193  24.423
    298 161.77115873  17.27451536  24.126  24.453
    299 161.79037537  17.28446491  23.483  25.425
    300 161.76422865  17.27012754  23.711  26.694
    301 161.77289123  17.27121521  23.593  25.836
    302 161.77339582  17.27169801  24.154  24.463
    303 161.77384317  17.26979055  23.817  24.666
    304 161.74969630  17.27909525  23.927  24.587
    305 161.75584830  17.28494641  24.029  24.520
    306 161.77379665  17.28185591  23.455  25.282
    307 161.76822634  17.27270222  23.503  25.133
    308 161.76522538  17.27898506  23.704  24.785
    309 161.76285981  17.26894947  23.549  25.956
    310 161.75836015  17.26567616  23.742  24.853
    311 161.76307366  17.27666311  24.341  24.428
    312 161.75912230  17.27124782  23.523  25.539
    313 161.77004335  17.27213224  23.660  24.876
    314 161.75231351  17.28898908  23.496  25.828
    315 161.76199724  17.29041134  23.505  25.853
    316 161.77282093  17.27171451  24.213  24.483
    317 161.75954749  17.26856264  23.527  25.783
    318 161.76280214  17.28759654  23.813  24.815
    319 161.76346894  17.28757588  23.514  25.471
    320 161.78360425  17.27499107  24.130  29.129
    321 161.76782959  17.26891389  23.787  24.742
    322 161.76300694  17.28772387  23.962  24.622
    323 161.76517354  17.26742283  23.610  25.106
    324 161.75509195  17.27527781  23.513  25.551
    325 161.77089863  17.26876510  24.216  24.549
    326 161.77168029  17.27752092  24.504  24.433
    327 161.78239258  17.30018759  23.762  24.833
    328 161.77501835  17.27614857  24.342  24.484
    329 161.77163938  17.27706771  24.332  24.497
    330 161.76871526  17.27410014  23.714  24.790
    331 161.76304456  17.26988257  24.063  24.582
    332 161.77365472  17.27638509  24.547  24.439
    333 161.77791693  17.26985916  23.971  24.677
    334 161.75412761  17.29086686  23.483  25.767
    335 161.77255930  17.27634191  23.812  24.804
    336 161.77360227  17.27692112  23.608  25.918
    337 161.76146160  17.27061705  24.418  24.458
    338 161.78189656  17.26623503  24.338  24.535
    339 161.75229490  17.28236591  23.984  24.671
    340 161.77341587  17.26432598  23.570  25.371
    341 161.79694690  17.26595978  23.640  25.225
    342 161.76897893  17.27479799  23.928  24.717
    343 161.77083544  17.28171512  24.199  24.535
    344 161.77827307  17.27143600  23.907  24.840
    345 161.78107896  17.27604870  24.135  24.636
    346 161.76729062  17.28160848  23.630  25.616
    347 161.76341656  17.27750914  24.155  24.590
    348 161.76157755  17.27053547  23.644  25.747
    349 161.76441155  17.26978998  23.639  25.707
    350 161.76024737  17.26265566  24.613  24.468
    351 161.76034075  17.28491406  24.123  24.626
    352 161.77594242  17.25951784  23.631  25.413
    353 161.76919219  17.27833745  24.073  27.711
    354 161.77142840  17.27739866  23.712  25.601
    355 161.77072919  17.27847010  24.341  24.539
    356 161.77858939  17.26548724  23.774  25.006
    357 161.76351401  17.27343239  24.362  24.520
    358 161.76660219  17.26516295  23.619  25.542
    359 161.75807907  17.28165994  23.666  25.804
    360 161.77179541  17.26030795  23.655  25.342
    361 161.75954727  17.26821886  23.609  25.653
    362 161.76112481  17.26946012  24.272  24.571
    363 161.77377546  17.27272437  24.402  24.541
    364 161.76122284  17.28384237  24.295  24.571
    365 161.77188481  17.27674146  23.929  27.036
    366 161.77749044  17.25669773  23.644  25.849
    367 161.76597182  17.25882483  24.539  24.506
    368 161.76181879  17.27209012  24.505  24.531
    369 161.76310076  17.27262035  24.296  24.593
    370 161.76917001  17.27990920  24.322  24.584
    371 161.75146141  17.28540137  23.719  25.201
    372 161.75905239  17.28615052  23.828  26.582
    373 161.76791951  17.27594550  24.384  24.585
    374 161.76430223  17.28233198  23.929  24.841
    375 161.76343213  17.26570770  24.508  24.560
    376 161.76644210  17.27708055  23.802  26.201
    377 161.75232493  17.28857084  24.231  24.648
    378 161.76867656  17.28654324  24.608  24.539
    379 161.76125246  17.28467280  23.808  26.669
    380 161.77207364  17.27785257  23.752  26.106
    381 161.75290370  17.28144883  23.712  25.607
    382 161.78031169  17.25829632  24.217  24.710
    383 161.77122300  17.27671954  24.283  24.640
    384 161.76606479  17.27675625  23.925  24.916
    385 161.76633639  17.27655551  24.355  24.617
    386 161.75749498  17.28286107  24.020  24.804
    387 161.77097823  17.27396423  24.284  24.633
    388 161.76215174  17.27216931  23.865  24.935
    389 161.75619977  17.29641193  23.652  25.718
    390 161.77497954  17.25174636  23.667  25.727
    391 161.77844797  17.27033253  23.771  26.237
    392 161.76766233  17.26839689  23.867  25.410
    393 161.77154226  17.27804102  24.434  24.599
    394 161.75569189  17.28188158  23.840  26.733
    395 161.77188873  17.28362454  24.074  24.795
    396 161.75384327  17.29209654  23.647  25.777
    397 161.77186202  17.26835549  24.562  24.589
    398 161.77301752  17.27152035  23.859  25.058
    399 161.76280760  17.27664023  23.930  24.915
    400 161.75461975  17.28094892  24.063  24.809
    401 161.75613519  17.28475859  23.721  25.659
    402 161.77418918  17.27666565  24.054  27.281
    403 161.76402622  17.26506637  23.687  26.067
    404 161.76173933  17.27211035  24.455  24.618
    405 161.76244148  17.28691513  23.692  25.755
    406 161.76780040  17.26843686  24.444  24.625
    407 161.76951174  17.27151040  24.296  24.724
    408 161.77205611  17.27796013  23.769  25.392
    409 161.77215785  17.27253658  23.863  25.021
    410 161.76598369  17.25771137  24.505  24.607
    411 161.76521951  17.28098328  23.911  26.933
    412 161.76988752  17.27319917  24.135  24.757
    413 161.77227701  17.27664870  23.774  25.740
    414 161.75782949  17.26902567  23.709  25.998
    415 161.76696368  17.27615430  24.507  24.640
    416 161.77838973  17.27084433  23.779  26.121
    417 161.76968026  17.27229549  23.839  25.084
    418 161.75258811  17.28227119  24.435  24.656
    419 161.77198903  17.27355975  23.930  25.037
    420 161.80991785  17.28780341  24.021  25.035
    421 161.77025379  17.27046997  24.241  24.728
    422 161.77828039  17.26099860  23.774  26.080
    423 161.76185235  17.27117635  23.979  24.956
    424 161.76641624  17.28955243  23.695  26.057
    425 161.77845337  17.25704145  24.593  24.653
    426 161.75800369  17.28421078  24.346  24.697
    427 161.77757491  17.27212744  23.786  26.010
    428 161.77658118  17.30705127  23.968  25.194
    429 161.77459652  17.26182173  24.033  24.966
    430 161.76013538  17.28838553  23.788  26.020
    431 161.76951084  17.27915237  24.480  24.670
    432 161.76302837  17.27123847  23.833  25.386
    433 161.77595844  17.27301863  24.442  24.702
    434 161.75969004  17.27093495  24.537  24.666
    435 161.76398793  17.25927237  23.777  25.460
    436 161.76665626  17.28308058  23.809  25.512
    437 161.75846724  17.26565449  23.818  25.273
    438 161.77427749  17.29425118  23.808  25.313
    439 161.76666453  17.28042793  24.163  24.831
    440 161.76544506  17.27268501  23.843  25.211
    441 161.77690069  17.27059200  24.458  24.737
    442 161.76747832  17.28129827  24.371  24.768
    443 161.75671877  17.28923753  23.774  26.295
    444 161.77799927  17.27250838  23.915  26.097
    445 161.76574816  17.27323154  24.281  24.755
    446 161.76108815  17.28266706  23.975  25.059
    447 161.76693130  17.27633078  24.425  24.804
    448 161.77216711  17.27625503  24.124  27.047
    449 161.76148383  17.27016910  23.839  25.729
    450 161.76416558  17.25955579  23.810  25.453
    451 161.77523427  17.27603662  24.166  24.868
    452 161.76302796  17.28749282  23.867  26.291
    453 161.76194006  17.27057292  23.965  25.057
    454 161.77803416  17.26966845  24.519  24.753
    455 161.78077957  17.26351449  24.764  24.680
    456 161.76732774  17.27809780  24.462  24.722
    457 161.77445024  17.25872778  24.408  24.793
    458 161.77349831  17.28206016  24.524  24.707
    459 161.76400014  17.26862790  23.904  26.391
    460 161.75689002  17.27364269  23.843  26.413
    461 161.75600355  17.29396575  23.805  25.541
    462 161.77777724  17.27067286  24.154  24.946
    463 161.76664857  17.27386174  24.107  24.969
    464 161.77350591  17.28317502  24.732  24.665
    465 161.75346479  17.28170777  23.831  25.412
    466 161.77164598  17.26385587  23.971  25.147
    467 161.75225600  17.28228057  23.834  25.542
    468 161.75735694  17.27274738  23.803  25.948
    469 161.75669390  17.28083660  23.830  26.021
    470 161.76455783  17.29024917  23.816  26.209
    471 161.76716590  17.27651778  24.098  24.953
    472 161.76120135  17.27324980  24.406  24.787
    473 161.75918296  17.28608000  23.900  25.783
    474 161.77093425  17.27851963  23.882  25.878
    475 161.76938007  17.26532636  24.212  24.844
    476 161.75913445  17.27106170  24.694  24.688
    477 161.78634844  17.26615828  24.833  24.692
    478 161.77568390  17.25723531  23.824  26.134
    479 161.76610076  17.28000157  23.935  25.201
    480 161.76197824  17.27810309  24.549  24.726
    481 161.77838780  17.26555615  24.016  27.043
    482 161.76955123  17.26969177  24.071  25.064
    483 161.77249573  17.26806436  24.031  25.056
    484 161.75285860  17.28168866  23.924  25.340
    485 161.77405061  17.27653684  24.344  24.841
    486 161.77130802  17.27810728  23.911  25.982
    487 161.76893276  17.27879858  23.875  25.971
    488 161.75933407  17.27895652  23.968  25.207
    489 161.76790025  17.27385286  24.973  24.706
    490 161.76323768  17.27130879  24.087  26.972
    491 161.76958694  17.26282199  23.879  26.341
    492 161.77924849  17.25864524  23.848  25.981
    493 161.78218607  17.26168607  24.717  24.742
    494 161.77194991  17.27643599  24.681  24.749
    495 161.76477418  17.26546319  24.572  24.748
    496 161.76717363  17.26919366  24.290  24.872
    497 161.77016075  17.27370543  24.141  24.980
    498 161.76784961  17.27335129  24.335  24.822
    499 161.76173966  17.28557306  24.571  24.765
    500 161.76810817  17.28072745  24.394  24.832
    501 161.76880895  17.26895145  23.922  25.840
    502 161.77600559  17.25093302  23.889  25.634
    503 161.76727395  17.27627810  24.130  24.971
    504 161.77150280  17.27657442  24.492  24.798
    505 161.75234040  17.29019539  23.840  26.113
    506 161.78078160  17.25885704  24.814  24.738
    507 161.77877641  17.26605900  24.036  26.507
    508 161.76135086  17.27977734  23.974  26.482
    509 161.76087688  17.28429270  24.003  26.768
    510 161.75615689  17.28483930  24.623  24.767
    511 161.76169794  17.27789130  24.419  24.829
    512 161.76201517  17.27064944  24.170  27.329
    513 161.76948779  17.26006730  23.879  26.080
    514 161.77324783  17.27125884  24.519  24.808
    515 161.76480848  17.27122854  25.110  24.761
    516 161.75331903  17.28165930  23.925  26.423
    517 161.77102434  17.27731127  24.078  26.786
    518 161.75364188  17.27896902  24.547  24.777
    519 161.76481621  17.26712061  24.333  24.887
    520 161.75938471  17.28663855  24.859  24.733
    521 161.76772505  17.27190841  24.626  24.806
    522 161.77868137  17.26946086  23.973  26.451
    523 161.77107782  17.26856534  23.981  26.220
    524 161.76471735  17.28105311  24.429  24.846
    525 161.76291380  17.27780433  24.073  26.775
    526 161.76461570  17.27328863  24.623  24.748
    527 161.76125663  17.29241772  24.843  24.734
    528 161.78490741  17.26957332  23.912  25.692
    529 161.76926127  17.27238516  23.977  25.134
    530 161.75127215  17.28618884  23.995  26.825
    531 161.77998976  17.25260142  24.468  29.333
    532 161.78209043  17.25803106  24.815  24.767
    533 161.75135056  17.28877358  23.908  26.426
    534 161.77182611  17.26833865  23.939  25.995
    535 161.77382367  17.27157575  24.283  27.861
    536 161.77123474  17.27315020  24.336  24.972
    537 161.76796187  17.27706259  24.526  24.835
    538 161.76812949  17.26814598  25.069  24.771
    539 161.77041543  17.27216507  24.439  24.857
    540 161.76095371  17.28469709  24.778  24.766
    541 161.75215454  17.28052623  24.643  24.802
    542 161.76418650  17.28408223  23.936  26.387
    543 161.77076136  17.26238767  24.648  24.800
    544 161.76678814  17.27767789  24.369  24.942
    545 161.76471111  17.29813638  23.851  26.214
    546 161.77171450  17.27250618  24.250  27.571
    547 161.77298739  17.26581464  24.016  26.279
    548 161.77870166  17.25888669  24.172  25.120
    549 161.76360236  17.28159503  24.213  27.520
    550 161.77403859  17.27661233  24.332  24.938
    551 161.77181462  17.27710751  23.999  25.648
    552 161.76155198  17.27061261  24.070  26.730
    553 161.76764052  17.26945840  24.263  24.957
    554 161.76896290  17.27880454  23.971  25.391
    555 161.76866325  17.26848788  24.157  27.038
    556 161.76445086  17.26698819  24.066  26.877
    557 161.75168443  17.28504228  23.949  26.415
    558 161.77071990  17.27739105  24.718  24.835
    559 161.75928790  17.28661748  24.077  25.895
    560 161.76293320  17.28213791  24.074  25.200
    561 161.77819003  17.25696673  24.020  26.430
    562 161.75177800  17.28258817  23.974  26.357
    563 161.77718119  17.25833141  23.941  26.033
    564 161.78094314  17.25841381  24.759  24.822
    565 161.77830402  17.25693690  23.956  25.791
    566 161.76062473  17.27383087  24.127  27.036
    567 161.77087944  17.27236245  24.353  24.957
    568 161.77040458  17.26704823  24.320  24.965
    569 161.76780908  17.27997146  24.216  25.055
    570 161.77734122  17.25718670  23.972  25.719
    571 161.76126573  17.26968129  24.900  24.756
    572 161.76990283  17.26752409  24.629  24.828
    573 161.76101323  17.26984109  24.026  25.325
    574 161.75553873  17.27906566  23.944  26.237
    575 161.77870273  17.26055131  24.684  24.858
    576 161.76280406  17.27740636  24.102  25.151
    577 161.77196581  17.27461130  24.804  24.799
    578 161.76426225  17.26831336  24.678  24.836
    579 161.77084399  17.27728505  24.608  24.910
    580 161.78013030  17.27492514  23.964  25.934
    581 161.77131507  17.27755326  24.226  25.071
    582 161.75205996  17.28212628  24.864  24.791
    583 161.76498518  17.28145349  24.142  25.181
    584 161.75375909  17.27636803  24.689  24.832
    585 161.77858325  17.26847606  24.052  26.609
    586 161.76863359  17.26807696  24.357  24.956
    587 161.77631069  17.25108053  23.966  25.986
    588 161.76345958  17.27331338  24.637  24.829
    589 161.76187110  17.28695831  24.900  24.793
    590 161.76502560  17.28949618  23.928  26.024
    591 161.76738384  17.28102292  24.056  26.455
    592 161.75442068  17.29230592  24.753  24.818
    593 161.75246284  17.28884470  23.977  26.432
    594 161.77143650  17.27655992  24.222  25.114
    595 161.75450021  17.26934981  23.906  25.843
    596 161.75455533  17.28195389  24.175  25.137
    597 161.76048184  17.27233438  24.058  26.505
    598 161.76203547  17.28062227  24.522  30.772
    599 161.75669874  17.27277167  23.937  25.919
    600 161.76120048  17.26938752  23.958  25.936
    601 161.76776549  17.28106774  24.006  26.042
    602 161.77023925  17.27671647  24.164  26.972
    603 161.76285362  17.28714823  24.086  26.553
    604 161.77263152  17.27584197  24.023  26.312
