#    ID   RA            Dec        F814W   F555W
#         [deg]         [deg]
   7329   161.756771    17.289048  28.989  30.004
   7330   161.752049    17.275943  27.293  29.670
   7331   161.760934    17.300595  27.929  31.101
   7332   161.752426    17.276986  28.194  29.089
   7333   161.755516    17.285560  26.681  29.419
   7334   161.752447    17.277041  28.702  29.764
   7335   161.754196    17.281895  26.357  29.328
   7336   161.753005    17.278582  24.947  27.011
   7337   161.757071    17.289858  28.503  29.306
   7338   161.758014    17.292475  26.669  29.490
   7339   161.750500    17.271622  29.042  30.370
   7340   161.749142    17.267853  28.356  29.496
   7341   161.754300    17.282170  28.343  29.172
   7342   161.752808    17.278028  28.185  29.963
   7343   161.762905    17.306043  28.201  29.563
   7344   161.748189    17.265205  29.087  30.990
   7345   161.757679    17.291541  27.540  29.277
   7346   161.756078    17.287098  28.804  29.180
   7347   161.750264    17.270963  27.771  29.803
   7348   161.755669    17.285961  28.602  31.128
   7349   161.751071    17.273201  28.966  30.698
   7350   161.759642    17.296986  28.596  30.802
   7351   161.753977    17.281265  28.527  31.109
   7352   161.755692    17.286021  28.779  29.860
   7353   161.757528    17.291115  27.722  29.726
   7354   161.753478    17.279875  28.400  30.348
   7355   161.756961    17.289540  28.477  29.341
   7356   161.756326    17.287778  28.731  30.367
   7357   161.754234    17.281970  28.794  28.618
   7358   161.754477    17.282645  27.576  29.961
   7359   161.754642    17.283102  25.920  27.901
   7360   161.758532    17.293893  27.404  27.498
   7361   161.751764    17.275111  28.758  31.098
   7362   161.751922    17.275546  28.027  30.146
   7363   161.753094    17.278798  28.534  28.461
   7364   161.752825    17.278051  28.151  30.304
   7365   161.746725    17.261120  27.615  30.969
   7366   161.755300    17.284918  27.036  27.471
   7367   161.750387    17.271283  27.660  28.291
   7368   161.758215    17.293005  27.310  28.896
   7369   161.752323    17.276656  28.197  29.403
   7370   161.757821    17.291911  28.407  29.947
   7371   161.759791    17.297377  28.670  29.904
   7372   161.755468    17.285373  27.600  29.745
   7373   161.762410    17.304629  27.298  28.925
   7374   161.758289    17.293192  28.788  30.233
   7375   161.754514    17.282716  27.508  30.777
   7376   161.758428    17.293576  28.269  28.218
   7377   161.756926    17.289405  27.772  29.130
   7378   161.754037    17.281389  26.852  27.406
   7379   161.760246    17.298616  28.253  28.608
   7380   161.757293    17.290419  27.680  30.808
   7381   161.751373    17.273990  28.201  29.885
   7382   161.755744    17.286118  28.410  28.569
   7383   161.759361    17.296153  27.005  29.771
   7384   161.756240    17.287493  28.295  30.208
   7385   161.759850    17.297509  29.028  29.068
   7386   161.757241    17.290269  28.830  28.551
   7387   161.753981    17.281224  28.672  29.611
   7388   161.756185    17.287338  28.105  29.732
   7389   161.749952    17.270038  27.973  30.114
   7390   161.756333    17.287745  27.922  29.740
   7391   161.752137    17.276100  28.293  30.549
   7392   161.760608    17.299605  28.604  29.220
   7393   161.748770    17.266755  28.009  31.301
   7394   161.752125    17.276066  27.501  29.488
   7395   161.758267    17.293108  27.739  29.327
   7396   161.756009    17.286841  28.131  30.728
   7397   161.758137    17.292744  27.740  29.445
   7398   161.753004    17.278499  27.476  29.783
   7399   161.760138    17.298292  28.930  29.900
   7400   161.755550    17.285554  27.282  29.192
   7401   161.760697    17.299835  27.617  29.407
   7402   161.757390    17.290659  27.929  28.055
   7403   161.760194    17.298435  29.028  28.721
   7404   161.753411    17.279613  27.921  29.243
   7405   161.753426    17.279656  27.530  29.146
   7406   161.757121    17.289908  28.657  29.064
   7407   161.758479    17.293673  28.516  31.129
   7408   161.761958    17.303323  28.800  31.063
   7409   161.758350    17.293311  28.385  28.798
   7410   161.754341    17.282186  28.682  29.100
   7411   161.751754    17.275002  28.078  29.629
   7412   161.754311    17.282101  27.869  30.139
   7413   161.755660    17.285841  28.823  29.335
   7414   161.755691    17.285927  27.870  30.428
   7415   161.751840    17.275239  28.303  30.300
   7416   161.754959    17.283895  28.822  30.190
   7417   161.755212    17.284596  28.222  30.978
   7418   161.754327    17.282138  28.553  29.499
   7419   161.755078    17.284220  28.046  29.741
   7420   161.755749    17.286081  27.847  28.923
   7421   161.758206    17.292896  27.593  28.778
   7422   161.755224    17.284618  29.092  29.311
   7423   161.759178    17.295585  28.344  29.368
   7424   161.752261    17.276391  28.021  30.007
   7425   161.750805    17.272347  29.000  31.257
   7426   161.749314    17.268207  28.572  29.755
   7427   161.753819    17.280709  28.558  29.852
   7428   161.752099    17.275932  28.596  30.946
   7429   161.751753    17.274971  28.388  29.069
   7430   161.755016    17.284024  27.800  28.866
   7431   161.753272    17.279182  28.136  27.837
   7432   161.759441    17.296300  28.514  30.373
   7433   161.754298    17.282026  27.121  27.628
   7434   161.750440    17.271318  28.756  29.402
   7435   161.751893    17.275348  27.530  29.461
   7436   161.755329    17.284884  27.811  29.230
   7437   161.757043    17.289633  28.742  30.270
   7438   161.759170    17.295535  28.088  30.143
   7439   161.754534    17.282671  28.683  30.808
   7440   161.756087    17.286980  28.099  29.976
   7441   161.756196    17.287281  28.597  29.303
   7442   161.754489    17.282544  29.027  29.477
   7443   161.757421    17.290679  27.266  28.604
   7444   161.752736    17.277672  28.082  29.395
   7445   161.758178    17.292775  28.440  29.461
   7446   161.754244    17.281857  27.290  27.927
   7447   161.755989    17.286699  27.638  27.909
   7448   161.759667    17.296900  28.577  28.977
   7449   161.757173    17.289977  27.461  27.631
   7450   161.756077    17.286935  28.759  31.262
   7451   161.750911    17.272599  29.082  29.130
   7452   161.756400    17.287828  27.762  29.060
   7453   161.754760    17.283278  27.160  29.883
   7454   161.761646    17.302383  27.397  29.325
   7455   161.755591    17.285582  26.968  27.748
   7456   161.756774    17.288865  28.786  28.760
   7457   161.753669    17.280242  28.244  29.606
   7458   161.757849    17.291840  28.665  29.219
   7459   161.759767    17.297157  27.156  29.780
   7460   161.757969    17.292164  29.067  30.067
   7461   161.757669    17.291330  28.295  29.128
   7462   161.758312    17.293104  27.750  28.810
   7463   161.751569    17.274393  28.586  30.095
   7464   161.752935    17.278182  28.987  30.375
   7465   161.758032    17.292324  28.209  28.696
   7466   161.755776    17.286063  27.399  29.639
   7467   161.752635    17.277345  28.519  28.601
   7468   161.757516    17.290889  28.211  30.682
   7469   161.755918    17.286453  28.615  29.850
   7470   161.748856    17.266854  29.122  30.373
   7471   161.752858    17.277957  27.662  30.404
   7472   161.754661    17.282958  27.745  30.253
   7473   161.750258    17.270740  28.785  30.225
   7474   161.754998    17.283892  28.371  30.266
   7475   161.751849    17.275151  27.226  29.528
   7476   161.757073    17.289647  27.201  29.705
   7477   161.754025    17.281186  27.507  30.734
   7478   161.755801    17.286114  26.827  29.382
   7479   161.755625    17.285623  25.358  26.869
   7480   161.752380    17.276617  28.732  31.172
   7481   161.759397    17.296087  28.532  30.986
   7482   161.746159    17.259348  28.066  28.946
   7483   161.758594    17.293858  25.784  27.486
   7484   161.758413    17.293353  28.191  28.342
   7485   161.758724    17.294215  27.257  28.813
   7486   161.755061    17.284047  29.083  29.575
   7487   161.756123    17.286994  28.202  29.853
   7488   161.750136    17.270376  28.682  30.805
   7489   161.755694    17.285797  28.819  29.042
   7490   161.753991    17.281073  28.827  30.024
   7491   161.761122    17.300854  28.220  28.553
   7492   161.754568    17.282667  27.034  29.272
   7493   161.754010    17.281116  28.363  30.147
   7494   161.760201    17.298293  28.158  29.397
   7495   161.758190    17.292713  27.670  29.656
   7496   161.753726    17.280325  27.618  28.441
   7497   161.754377    17.282133  28.633  28.428
   7498   161.755784    17.286035  28.085  29.598
   7499   161.756568    17.288210  28.529  28.650
   7500   161.750654    17.271797  29.145  30.404
   7501   161.759544    17.296468  28.909  30.144
   7502   161.749986    17.269943  27.312  29.659
   7503   161.754808    17.283323  28.401  29.278
   7504   161.752430    17.276723  27.102  29.073
   7505   161.756715    17.288610  28.692  29.751
   7506   161.756017    17.286674  27.335  30.347
   7507   161.757439    17.290617  28.723  29.252
   7508   161.753530    17.279768  28.428  29.544
   7509   161.763635    17.307808  28.454  28.541
   7510   161.757207    17.289972  27.490  29.900
   7511   161.755082    17.284075  27.810  29.244
   7512   161.751843    17.275085  27.878  31.042
   7513   161.750739    17.272020  28.205  29.687
   7514   161.758452    17.293422  27.882  27.975
   7515   161.755693    17.285764  27.261  28.091
   7516   161.753187    17.278808  28.303  29.883
   7517   161.758646    17.293951  27.826  30.302
   7518   161.752218    17.276113  28.283  29.519
   7519   161.762162    17.303702  28.556  29.931
   7520   161.751320    17.273616  24.926  26.787
   7521   161.753916    17.280818  26.443  28.289
   7522   161.758809    17.294398  28.857  29.998
   7523   161.759166    17.295379  28.866  30.268
   7524   161.753032    17.278355  26.979  27.072
   7525   161.754419    17.282203  26.045  28.357
   7526   161.758728    17.294161  29.017  30.134
   7527   161.757233    17.290009  28.906  30.007
   7528   161.758854    17.294505  28.771  29.288
   7529   161.757189    17.289883  28.385  30.697
   7530   161.749770    17.269294  27.532  29.627
   7531   161.755121    17.284144  27.743  29.514
   7532   161.753158    17.278696  28.210  30.507
   7533   161.754647    17.282826  28.196  30.434
   7534   161.752099    17.275755  25.943  27.836
   7535   161.755523    17.285258  27.835  28.361
   7536   161.759102    17.295187  28.542  30.540
   7537   161.753144    17.278652  26.803  28.399
   7538   161.755816    17.286062  27.272  28.373
   7539   161.758117    17.292446  28.597  29.109
   7540   161.756285    17.287363  27.829  29.653
   7541   161.758506    17.293519  28.871  29.968
   7542   161.755087    17.284030  28.143  29.208
   7543   161.758349    17.293081  27.124  28.485
   7544   161.759498    17.296270  27.582  30.132
   7545   161.753739    17.280287  27.207  29.695
   7546   161.756411    17.287699  29.127  30.863
   7547   161.752672    17.277322  28.475  29.736
   7548   161.756129    17.286912  27.522  27.888
   7549   161.759780    17.297044  28.926  29.993
   7550   161.757354    17.290312  28.074  30.293
   7551   161.750163    17.270347  28.258  30.145
   7552   161.756630    17.288292  28.353  29.093
   7553   161.755107    17.284066  28.569  29.204
   7554   161.751262    17.273395  28.220  29.988
   7555   161.752128    17.275797  28.461  29.942
   7556   161.757090    17.289565  27.572  29.682
   7557   161.752064    17.275616  27.691  30.091
   7558   161.752226    17.276066  28.633  30.779
   7559   161.746406    17.259911  28.293  30.647
   7560   161.756926    17.289099  27.770  30.990
   7561   161.752977    17.278141  28.476  29.840
   7562   161.752876    17.277860  27.524  30.813
   7563   161.752632    17.277182  27.558  29.401
   7564   161.756585    17.288151  27.691  29.017
   7565   161.753794    17.280402  27.575  27.448
   7566   161.753670    17.280059  28.915  28.745
   7567   161.751075    17.272852  27.036  28.634
   7568   161.758231    17.292708  27.825  28.867
   7569   161.756327    17.287419  27.983  29.759
   7570   161.758399    17.293167  27.383  29.532
   7571   161.754521    17.282407  28.068  28.901
   7572   161.754769    17.283092  27.107  29.371
   7573   161.759611    17.296527  28.456  31.164
   7574   161.750100    17.270132  28.695  29.689
   7575   161.749593    17.268726  28.725  29.663
   7576   161.758150    17.292471  28.967  30.042
   7577   161.753299    17.279009  27.873  30.364
   7578   161.759330    17.295745  27.550  29.842
   7579   161.751402    17.273742  28.336  30.112
   7580   161.763663    17.307757  28.978  29.343
   7581   161.754432    17.282143  26.055  26.324
   7582   161.757494    17.290641  28.431  30.289
   7583   161.758105    17.292336  28.153  30.102
   7584   161.755435    17.284928  28.762  29.705
   7585   161.754580    17.282553  29.091  29.735
   7586   161.759049    17.294953  27.666  30.371
   7587   161.752463    17.276675  28.715  30.131
   7588   161.750546    17.271356  28.227  30.406
   7589   161.755080    17.283938  27.025  28.336
   7590   161.748318    17.265168  28.593  29.900
   7591   161.757323    17.290154  28.581  29.494
   7592   161.752729    17.277404  28.372  30.070
   7593   161.751556    17.274150  28.111  31.211
   7594   161.753914    17.280691  28.707  29.612
   7595   161.753474    17.279465  28.545  28.388
   7596   161.757843    17.291587  28.141  29.887
   7597   161.755484    17.285039  27.768  28.666
   7598   161.753109    17.278446  28.703  29.781
   7599   161.759745    17.296858  27.241  27.478
   7600   161.758295    17.292834  28.974  29.249
   7601   161.753457    17.279410  27.820  27.699
   7602   161.756792    17.288663  27.938  29.243
   7603   161.752599    17.277028  27.986  30.174
   7604   161.753370    17.279167  27.582  27.878
   7605   161.753361    17.279137  27.606  27.540
   7606   161.755306    17.284533  28.460  29.504
   7607   161.754005    17.280922  27.251  30.136
   7608   161.756057    17.286614  28.621  29.180
   7609   161.758536    17.293493  28.713  28.444
   7610   161.753131    17.278494  28.604  30.726
   7611   161.759707    17.296741  28.414  29.874
   7612   161.753675    17.280001  28.294  27.995
   7613   161.751151    17.272995  28.304  30.984
   7614   161.746408    17.259827  28.042  29.707
   7615   161.756530    17.287917  27.200  28.720
   7616   161.755444    17.284906  27.965  29.126
   7617   161.753558    17.279669  28.276  28.072
   7618   161.754340    17.281840  25.925  26.163
   7619   161.758681    17.293881  28.391  28.312
   7620   161.753014    17.278154  28.676  28.899
   7621   161.754107    17.281187  27.285  29.080
   7622   161.759627    17.296504  27.848  30.990
   7623   161.757258    17.289928  27.815  30.453
   7624   161.757969    17.291901  27.909  31.162
   7625   161.752585    17.276957  24.875  25.094
   7626   161.754121    17.281216  26.005  27.957
   7627   161.757242    17.289874  27.615  29.445
   7628   161.750901    17.272277  27.484  30.468
   7629   161.752924    17.277889  28.105  29.453
   7630   161.754998    17.283644  28.813  29.020
   7631   161.757318    17.290078  27.740  30.886
   7632   161.751000    17.272545  28.619  30.187
   7633   161.750209    17.270351  27.942  29.657
   7634   161.751059    17.272700  27.856  30.597
   7635   161.753580    17.279695  26.528  28.323
   7636   161.754910    17.283385  27.338  28.999
   7637   161.755991    17.286384  28.746  28.946
   7638   161.748139    17.264592  28.390  30.896
   7639   161.758045    17.292082  28.423  29.685
   7640   161.753628    17.279820  27.248  29.768
   7641   161.751495    17.273898  28.584  29.972
   7642   161.754282    17.281627  28.271  29.839
   7643   161.753166    17.278531  28.591  29.881
   7644   161.754978    17.283559  27.669  27.606
   7645   161.754580    17.282451  28.944  30.434
   7646   161.758586    17.293567  28.996  29.713
   7647   161.762532    17.304513  29.015  29.810
   7648   161.752286    17.276083  27.759  31.066
   7649   161.759484    17.296051  29.082  29.845
   7650   161.757412    17.290304  28.350  29.885
   7651   161.750595    17.271385  29.081  30.665
   7652   161.757287    17.289954  28.612  29.464
   7653   161.750957    17.272386  28.940  29.576
   7654   161.758540    17.293429  28.641  30.124
   7655   161.758691    17.293848  28.429  29.732
   7656   161.755457    17.284873  27.472  29.678
   7657   161.753116    17.278374  28.144  27.973
   7658   161.751958    17.275157  28.200  30.442
   7659   161.754729    17.282847  28.000  29.952
   7660   161.754011    17.280854  26.808  28.141
   7661   161.755555    17.285136  27.129  28.597
   7662   161.756383    17.287430  27.862  29.730
   7663   161.759568    17.296267  28.326  29.238
   7664   161.758089    17.292156  28.345  30.236
   7665   161.758326    17.292813  28.512  29.653
   7666   161.756363    17.287356  28.516  29.698
   7667   161.758902    17.294401  28.592  29.497
   7668   161.753412    17.279166  27.197  27.098
   7669   161.761689    17.302132  27.822  29.996
   7670   161.753200    17.278574  25.258  27.206
   7671   161.756716    17.288333  28.418  29.603
   7672   161.752993    17.277996  27.752  29.637
   7673   161.757608    17.290804  28.339  30.426
   7674   161.760248    17.298125  28.984  30.095
   7675   161.750844    17.272029  28.321  29.547
   7676   161.748900    17.266634  28.623  29.670
   7677   161.757631    17.290862  27.982  28.530
   7678   161.753918    17.280557  28.746  29.879
   7679   161.759121    17.294994  28.869  29.965
   7680   161.757153    17.289532  28.425  29.938
   7681   161.760307    17.298282  28.821  30.134
   7682   161.757176    17.289595  29.013  29.746
   7683   161.759643    17.296438  26.640  28.101
   7684   161.756512    17.287749  28.221  29.449
   7685   161.751682    17.274341  28.333  30.744
   7686   161.754621    17.282497  27.896  29.651
   7687   161.754921    17.283327  27.600  28.828
   7688   161.751527    17.273908  27.948  28.263
   7689   161.757910    17.291619  27.909  30.585
   7690   161.756968    17.289005  26.132  27.871
   7691   161.755016    17.283586  27.742  29.201
   7692   161.749742    17.268944  27.828  30.403
   7693   161.754763    17.282879  26.134  27.740
   7694   161.753456    17.279247  28.596  28.279
   7695   161.758754    17.293945  28.390  29.824
   7696   161.755606    17.285207  27.473  30.655
   7697   161.758077    17.292062  28.037  30.301
   7698   161.751413    17.273568  27.937  29.797
   7699   161.757605    17.290748  28.083  29.565
   7700   161.759176    17.295108  28.499  31.098
   7701   161.746821    17.260819  28.956  30.209
   7702   161.754838    17.283069  28.749  29.586
   7703   161.751171    17.272882  29.040  30.351
   7704   161.760194    17.297918  28.333  29.617
   7705   161.750694    17.271555  28.281  30.065
   7706   161.756720    17.288278  28.131  29.705
   7707   161.747714    17.263280  28.293  31.104
   7708   161.755139    17.283887  25.470  27.416
   7709   161.757070    17.289243  28.722  28.750
   7710   161.755717    17.285486  28.638  29.325
   7711   161.753986    17.280681  28.736  30.533
   7712   161.756559    17.287820  26.395  26.876
   7713   161.758494    17.293188  28.628  29.720
   7714   161.760488    17.298720  27.597  29.781
   7715   161.753171    17.278416  28.495  29.898
   7716   161.754477    17.282039  27.317  27.135
   7717   161.750109    17.269915  28.813  30.336
   7718   161.752992    17.277917  27.972  31.320
   7719   161.754137    17.281093  26.621  26.722
   7720   161.757793    17.291237  27.680  30.725
   7721   161.751444    17.273614  27.522  30.689
   7722   161.756932    17.288843  27.965  29.349
   7723   161.754270    17.281455  27.703  30.521
   7724   161.757089    17.289274  29.026  29.996
   7725   161.758820    17.294074  28.457  29.417
   7726   161.751898    17.274866  28.597  30.284
   7727   161.752058    17.275308  28.507  30.309
   7728   161.752497    17.276527  28.463  28.584
   7729   161.756192    17.286781  28.244  28.823
   7730   161.751714    17.274352  28.014  29.666
   7731   161.756123    17.286589  26.863  28.626
   7732   161.752185    17.275655  27.739  29.505
   7733   161.758480    17.293123  28.371  30.429
   7734   161.756507    17.287647  27.962  29.379
   7735   161.755113    17.283777  27.502  27.714
   7736   161.756227    17.286868  27.375  28.829
   7737   161.758641    17.293567  27.743  29.785
   7738   161.760950    17.299969  26.724  28.592
   7739   161.752939    17.277741  28.569  29.484
   7740   161.755095    17.283722  28.295  28.224
   7741   161.758426    17.292964  28.364  29.148
   7742   161.758927    17.294352  28.344  30.181
   7743   161.748130    17.264389  28.490  30.828
   7744   161.752050    17.275267  28.386  30.086
   7745   161.746088    17.258718  28.020  29.908
   7746   161.753520    17.279345  26.814  26.879
   7747   161.752607    17.276812  28.287  30.021
   7748   161.752028    17.275204  28.865  31.096
   7749   161.755995    17.286210  27.254  28.841
   7750   161.758385    17.292843  27.580  29.868
   7751   161.754470    17.281974  27.275  27.539
   7752   161.751953    17.274989  28.657  30.850
   7753   161.755380    17.284498  28.060  30.289
   7754   161.757968    17.291675  27.790  30.544
   7755   161.757887    17.291445  28.952  30.134
   7756   161.751006    17.272351  28.416  30.041
   7757   161.760532    17.298784  28.900  29.646
   7758   161.758915    17.294294  27.558  29.062
   7759   161.753672    17.279746  28.113  30.519
   7760   161.753829    17.280180  28.458  28.687
   7761   161.762348    17.303816  29.001  31.256
   7762   161.752959    17.277762  27.772  31.251
   7763   161.753097    17.278144  25.592  25.837
   7764   161.760600    17.298963  28.765  30.806
   7765   161.757835    17.291290  28.440  29.992
   7766   161.757286    17.289766  27.646  30.436
   7767   161.753538    17.279364  25.670  27.458
   7768   161.757546    17.290484  28.725  30.300
   7769   161.760497    17.298668  27.631  30.637
   7770   161.756531    17.287662  27.307  29.173
   7771   161.751672    17.274175  28.320  29.578
   7772   161.754172    17.281112  28.102  28.861
   7773   161.755691    17.285325  28.164  29.423
   7774   161.755157    17.283844  27.297  29.609
   7775   161.752450    17.276330  29.113  29.183
   7776   161.756918    17.288730  28.492  30.012
   7777   161.755654    17.285220  28.394  30.668
   7778   161.746438    17.259644  25.571  27.942
   7779   161.753397    17.278955  27.889  28.183
   7780   161.758265    17.292462  28.599  29.650
   7781   161.758420    17.292890  28.701  29.841
   7782   161.758308    17.292578  28.628  30.284
   7783   161.756950    17.288811  27.596  27.959
   7784   161.758375    17.292764  28.128  29.326
   7785   161.754218    17.281228  27.976  29.328
   7786   161.756678    17.288054  28.737  29.548
   7787   161.757309    17.289802  27.217  29.879
   7788   161.752828    17.277361  27.391  30.750
   7789   161.752694    17.276988  28.549  30.350
   7790   161.747737    17.263228  28.472  31.238
   7791   161.756971    17.288855  28.604  31.175
   7792   161.751941    17.274895  28.368  30.049
   7793   161.752508    17.276467  28.659  29.994
   7794   161.758751    17.293787  27.367  28.701
   7795   161.746767    17.260529  28.820  30.748
   7796   161.753858    17.280210  26.566  28.496
   7797   161.750420    17.270668  28.823  30.528
   7798   161.755061    17.283547  28.918  29.914
   7799   161.751485    17.273622  28.874  31.039
   7800   161.760174    17.297730  27.795  29.031
   7801   161.752373    17.276085  27.768  29.259
   7802   161.756235    17.286795  27.848  29.539
   7803   161.758171    17.292166  27.969  30.965
   7804   161.758088    17.291934  27.549  29.128
   7805   161.753442    17.279042  27.080  26.961
   7806   161.753950    17.280449  28.041  28.529
   7807   161.755132    17.283727  28.928  28.818
   7808   161.756790    17.288325  28.789  29.692
   7809   161.753639    17.279576  28.679  28.821
   7810   161.757523    17.290352  27.514  28.609
   7811   161.756622    17.287851  28.925  29.579
   7812   161.753182    17.278302  26.372  27.755
   7813   161.756448    17.287363  28.675  29.459
   7814   161.756030    17.286198  27.075  28.424
   7815   161.759362    17.295447  28.257  29.073
   7816   161.755805    17.285574  28.397  29.492
   7817   161.757410    17.290027  28.938  30.712
   7818   161.754380    17.281619  27.985  28.470
   7819   161.756554    17.287647  27.317  28.422
   7820   161.758836    17.293978  28.377  30.251
   7821   161.758930    17.294236  28.046  29.468
   7822   161.756506    17.287509  28.468  29.822
   7823   161.753656    17.279598  28.436  30.987
   7824   161.755322    17.284222  27.678  29.090
   7825   161.754960    17.283219  28.800  29.777
   7826   161.751404    17.273344  28.454  30.032
   7827   161.759887    17.296884  28.578  30.526
   7828   161.757910    17.291397  27.782  29.854
   7829   161.756425    17.287274  28.131  29.239
   7830   161.751689    17.274127  27.917  30.736
   7831   161.753753    17.279852  26.338  27.840
   7832   161.756985    17.288818  28.390  28.989
   7833   161.757441    17.290084  28.554  30.497
   7834   161.757309    17.289717  27.255  29.460
   7835   161.761887    17.302419  28.996  29.570
   7836   161.759785    17.296587  28.896  29.864
   7837   161.756624    17.287816  27.122  27.379
   7838   161.754019    17.280587  28.702  30.822
   7839   161.751606    17.273884  28.575  30.122
   7840   161.755759    17.285405  28.364  30.321
   7841   161.753423    17.278923  25.457  25.401
   7842   161.753743    17.279811  27.861  29.845
   7843   161.752690    17.276888  28.857  28.388
   7844   161.756735    17.288112  28.103  30.000
   7845   161.754752    17.282604  26.736  28.902
   7846   161.752951    17.277604  27.560  29.147
   7847   161.762201    17.303269  27.916  29.105
   7848   161.759522    17.295834  28.314  30.183
   7849   161.758172    17.292087  28.731  29.897
   7850   161.755531    17.284760  27.812  29.150
   7851   161.757884    17.291287  27.773  30.177
   7852   161.753640    17.279511  27.639  29.418
   7853   161.756273    17.286809  27.628  29.167
   7854   161.759048    17.294508  28.855  29.676
   7855   161.753661    17.279558  28.627  29.810
   7856   161.758331    17.292515  29.030  30.271
   7857   161.758861    17.293984  28.023  30.429
   7858   161.756582    17.287659  28.696  29.632
   7859   161.754963    17.283165  26.813  29.119
   7860   161.752472    17.276252  28.345  30.219
   7861   161.752841    17.277275  28.918  29.115
   7862   161.756438    17.287254  28.006  29.713
   7863   161.758313    17.292454  28.657  29.598
   7864   161.751563    17.273722  28.554  29.707
   7865   161.747135    17.261431  28.259  30.764
   7866   161.754257    17.281197  26.155  28.331
   7867   161.763375    17.306495  28.824  29.559
   7868   161.757605    17.290486  27.897  29.804
   7869   161.759155    17.294786  27.731  29.194
   7870   161.753348    17.278669  27.892  28.697
   7871   161.756141    17.286419  27.901  29.447
   7872   161.750748    17.271451  27.571  30.809
   7873   161.756619    17.287746  28.445  29.718
   7874   161.755228    17.283884  26.907  27.657
   7875   161.756820    17.288302  28.910  30.311
   7876   161.752281    17.275704  27.860  30.997
   7877   161.759399    17.295457  28.830  29.940
   7878   161.758532    17.293051  29.082  31.257
   7879   161.758846    17.293920  28.820  30.948
   7880   161.748190    17.264346  28.273  30.142
   7881   161.756293    17.286831  27.834  29.744
   7882   161.755031    17.283322  28.313  29.168
   7883   161.758830    17.293864  28.331  29.671
   7884   161.756330    17.286928  28.591  29.465
   7885   161.756558    17.287557  28.702  30.127
   7886   161.754716    17.282445  27.360  29.850
   7887   161.759354    17.295313  29.001  29.776
   7888   161.752572    17.276493  28.125  30.503
   7889   161.752446    17.276141  27.738  31.113
   7890   161.754661    17.282289  28.076  27.976
   7891   161.753290    17.278481  28.763  29.496
   7892   161.755379    17.284278  27.168  29.117
   7893   161.751308    17.272981  28.516  30.072
   7894   161.760497    17.298477  25.992  28.690
   7895   161.754686    17.282350  27.287  29.171
   7896   161.755623    17.284948  28.303  28.540
   7897   161.753390    17.278750  28.535  29.147
   7898   161.758252    17.292241  28.228  28.794
   7899   161.752417    17.276048  28.216  29.218
   7900   161.758731    17.293569  27.423  27.911
   7901   161.756353    17.286971  28.520  28.613
   7902   161.757434    17.289969  27.752  30.068
   7903   161.756164    17.286444  28.434  29.482
   7904   161.754864    17.282833  28.021  29.486
   7905   161.753118    17.277986  28.407  29.730
   7906   161.756290    17.286788  28.323  29.486
   7907   161.759879    17.296744  28.395  30.090
   7908   161.751702    17.274055  27.688  30.383
   7909   161.752123    17.275219  29.059  29.617
   7910   161.751874    17.274523  28.647  30.266
   7911   161.761339    17.300789  28.649  28.748
   7912   161.759456    17.295562  28.645  29.928
   7913   161.755071    17.283395  27.088  29.782
   7914   161.752146    17.275278  28.548  29.773
   7915   161.754020    17.280475  28.165  29.348
   7916   161.757474    17.290059  28.165  30.145
   7917   161.758954    17.294165  28.296  29.790
   7918   161.754555    17.281955  24.253  25.258
   7919   161.755314    17.284061  28.034  31.206
   7920   161.757791    17.290934  27.499  29.932
   7921   161.756388    17.287040  28.168  29.630
   7922   161.752285    17.275653  27.572  30.410
   7923   161.757215    17.289330  27.966  30.045
   7924   161.755340    17.284129  27.172  28.898
   7925   161.751210    17.272667  28.349  30.520
   7926   161.755292    17.283991  27.059  30.493
   7927   161.754547    17.281922  25.090  27.068
   7928   161.753351    17.278601  28.399  29.152
   7929   161.753382    17.278688  27.611  30.707
   7930   161.753679    17.279508  27.927  29.298
   7931   161.754017    17.280447  27.492  27.720
   7932   161.755662    17.285009  23.662  24.205
   7933   161.752409    17.275977  28.788  30.069
   7934   161.758829    17.293794  28.361  30.893
   7935   161.763395    17.306458  28.120  28.852
   7936   161.756051    17.286081  27.703  29.411
   7937   161.756742    17.287998  27.898  29.759
   7938   161.756129    17.286295  28.778  30.201
   7939   161.753079    17.277832  27.624  29.964
   7940   161.755332    17.284083  28.455  30.403
   7941   161.754352    17.281362  28.309  28.125
   7942   161.756006    17.285948  27.856  28.769
   7943   161.753372    17.278638  27.743  30.584
   7944   161.753838    17.279931  27.738  30.203
   7945   161.757477    17.290026  28.339  30.369
   7946   161.755818    17.285420  26.779  27.883
   7947   161.757966    17.291378  27.994  30.054
   7948   161.751898    17.274538  28.488  29.935
   7949   161.751603    17.273719  28.496  30.078
   7950   161.755986    17.285882  29.082  28.732
   7951   161.758086    17.291708  27.834  29.794
   7952   161.757189    17.289219  27.682  30.035
   7953   161.753555    17.279135  27.318  27.526
   7954   161.757102    17.288977  28.941  29.200
   7955   161.748207    17.264287  28.766  30.011
   7956   161.752605    17.276492  27.983  29.089
   7957   161.752377    17.275857  28.694  30.323
   7958   161.756766    17.288037  28.510  29.300
   7959   161.750889    17.271723  28.215  30.419
   7960   161.758924    17.294019  28.075  29.717
   7961   161.758683    17.293348  27.663  29.612
   7962   161.752852    17.277165  28.505  29.139
