#    ID RA            Dec          F814W   F555W
#       [deg]         [deg]
    461 161.77164598  17.26385587  24.050  25.267
    462 161.75225600  17.28228057  23.912  25.662
    463 161.75735694  17.27274738  23.881  26.069
    464 161.75669390  17.28083660  23.909  26.142
    465 161.76455783  17.29024917  23.895  26.330
    466 161.76716590  17.27651778  24.182  25.078
    467 161.76120135  17.27324980  24.485  24.908
    468 161.75918296  17.28608000  23.979  25.909
    469 161.77093425  17.27851963  23.962  25.999
    470 161.76938007  17.26532636  24.291  24.965
    471 161.75913445  17.27106170  24.774  24.808
    472 161.78634844  17.26615828  24.882  24.793
    473 161.77568390  17.25723531  23.872  26.235
    474 161.76610076  17.28000157  24.014  25.321
    475 161.76197824  17.27810309  24.627  24.846
    476 161.77838780  17.26555615  24.065  27.142
    477 161.76955123  17.26969177  24.150  25.187
    478 161.77249573  17.26806436  24.112  25.177
    479 161.75285860  17.28168866  24.008  25.463
    480 161.77405061  17.27653684  24.421  24.961
    481 161.77130802  17.27810728  23.989  26.108
    482 161.76893276  17.27879858  23.954  26.091
    483 161.75933407  17.27895652  24.047  25.326
    484 161.76790011  17.27385290  25.048  24.821
    485 161.76323768  17.27130879  24.165  27.092
    486 161.76958694  17.26282199  23.956  26.461
    487 161.77924849  17.25864524  23.896  26.082
    488 161.78218607  17.26168607  24.766  24.843
    489 161.77194991  17.27643599  24.758  24.869
    490 161.76477418  17.26546319  24.650  24.869
    491 161.76717363  17.26919366  24.368  24.992
    492 161.77016075  17.27370543  24.220  25.101
    493 161.76173966  17.28557306  24.650  24.885
    494 161.76810817  17.28072745  24.473  24.953
    495 161.76880895  17.26895145  24.001  25.970
    496 161.77600559  17.25093302  23.938  25.735
    497 161.76727395  17.27627810  24.210  25.091
    498 161.77150280  17.27657442  24.570  24.917
    499 161.75234040  17.29019539  23.918  26.233
    500 161.78078160  17.25885704  24.864  24.840
    501 161.77877641  17.26605900  24.085  26.609
    502 161.76135086  17.27977734  24.052  26.604
    503 161.76087688  17.28429270  24.081  26.890
    504 161.75615689  17.28483930  24.700  24.885
    505 161.76169794  17.27789130  24.498  24.947
    506 161.76201517  17.27064944  24.249  27.449
    507 161.76948779  17.26006730  23.957  26.202
    508 161.77324783  17.27125884  24.595  24.925
    509 161.76480848  17.27122854  25.190  24.881
    510 161.75331903  17.28165930  24.004  26.543
    511 161.77102434  17.27731127  24.156  26.909
    512 161.75364188  17.27896902  24.631  24.901
    513 161.76481621  17.26712061  24.411  25.007
    514 161.75938485  17.28663850  24.937  24.852
    515 161.76772505  17.27190841  24.703  24.926
    516 161.77868137  17.26946086  24.024  26.555
    517 161.77107782  17.26856534  24.060  26.342
    518 161.76471735  17.28105311  24.508  24.966
    519 161.76291380  17.27780433  24.152  26.896
    520 161.76461570  17.27328863  24.699  24.869
    521 161.76125663  17.29241772  24.921  24.854
    522 161.78490741  17.26957332  23.960  25.796
    523 161.76926127  17.27238516  24.053  25.253
    524 161.75127215  17.28618884  24.074  26.946
    525 161.77998976  17.25260142  24.517  29.436
    526 161.75135056  17.28877358  23.986  26.545
    527 161.77182611  17.26833865  24.018  26.115
    528 161.77382367  17.27157575  24.362  27.982
    529 161.77123474  17.27315020  24.409  25.084
    530 161.76796187  17.27706259  24.604  24.956
    531 161.76812949  17.26814642  25.139  24.888
    532 161.77041543  17.27216507  24.515  24.974
    533 161.76095371  17.28469709  24.857  24.886
    534 161.75215454  17.28052623  24.721  24.922
    535 161.76418650  17.28408223  24.013  26.507
    536 161.77076136  17.26238767  24.726  24.920
    537 161.76678814  17.27767789  24.446  25.065
    538 161.76471111  17.29813638  23.930  26.333
    539 161.77171450  17.27250618  24.330  27.696
    540 161.77298739  17.26581464  24.093  26.399
    541 161.77870166  17.25888669  24.220  25.222
    542 161.76360236  17.28159503  24.292  27.640
    543 161.77403859  17.27661233  24.411  25.057
    544 161.77181462  17.27710751  24.077  25.761
    545 161.76155198  17.27061261  24.149  26.850
    546 161.76764052  17.26945840  24.343  25.078
    547 161.76896290  17.27880454  24.050  25.511
    548 161.76866325  17.26848788  24.235  27.161
    549 161.76445086  17.26698819  24.143  26.996
    550 161.75168443  17.28504228  24.028  26.534
    551 161.77071990  17.27739105  24.796  24.956
    552 161.75928790  17.28661748  24.157  26.021
    553 161.76293320  17.28213791  24.153  25.321
    554 161.77819003  17.25696673  24.070  26.532
    555 161.75177800  17.28258817  24.052  26.478
    556 161.77718119  17.25833141  23.990  26.134
    557 161.78094314  17.25841381  24.808  24.924
    558 161.77830402  17.25693690  24.005  25.893
    559 161.76062473  17.27383087  24.206  27.156
    560 161.77087944  17.27236245  24.432  25.077
    561 161.77040458  17.26704823  24.399  25.084
    562 161.76780908  17.27997146  24.294  25.176
    563 161.77734122  17.25718670  24.021  25.822
    564 161.76126573  17.26968129  24.979  24.876
    565 161.76990283  17.26752409  24.707  24.948
    566 161.76101323  17.26984109  24.104  25.445
    567 161.75553873  17.27906566  24.023  26.358
    568 161.77870273  17.26055131  24.733  24.959
    569 161.76280406  17.27740636  24.182  25.272
    570 161.77196581  17.27461130  24.883  24.918
    571 161.76426225  17.26831336  24.755  24.956
    572 161.77084399  17.27728505  24.691  25.038
    573 161.78013030  17.27492514  24.014  26.036
    574 161.77131507  17.27755326  24.304  25.192
    575 161.75205996  17.28212628  24.942  24.911
    576 161.76498518  17.28145349  24.220  25.301
    577 161.75375909  17.27636803  24.767  24.953
    578 161.77858325  17.26847606  24.099  26.708
    579 161.76863359  17.26807696  24.443  25.082
    580 161.77631069  17.25108053  24.014  26.087
    581 161.76345958  17.27331338  24.715  24.950
    582 161.76187110  17.28695831  24.979  24.914
    583 161.76502560  17.28949618  24.008  26.149
    584 161.76738384  17.28102292  24.135  26.574
    585 161.75442068  17.29230592  24.831  24.939
    586 161.75246284  17.28884470  24.056  26.553
    587 161.77143650  17.27655992  24.298  25.235
    588 161.75450021  17.26934981  23.984  25.964
    589 161.75455533  17.28195389  24.253  25.257
    590 161.76048184  17.27233438  24.139  26.638
    591 161.76203547  17.28062227  24.601  30.892
    592 161.75669874  17.27277167  24.016  26.040
    593 161.76120048  17.26938752  24.036  26.057
    594 161.76776549  17.28106774  24.084  26.163
    595 161.77023925  17.27671647  24.243  27.088
    596 161.76285362  17.28714823  24.163  26.668
    597 161.77263152  17.27584197  24.100  26.432
    598 161.75205238  17.28256970  24.214  27.062
    599 161.76712574  17.27332318  25.074  25.075
    600 161.76884111  17.26890284  24.149  26.132
    601 161.76954788  17.27151850  24.564  25.205
    602 161.76504427  17.27344405  24.486  25.091
    603 161.76838769  17.27804896  24.941  24.974
    604 161.75841582  17.28301782  24.062  26.362
